gc,target,w
0.38,495,157
0.39,489,157
0.4,252,157
0.41,476,157
0.42,185,157
0.43,425,157
0.44,211,157
0.45,383,157
0.46,385,157
0.47,163,157
0.48,343,157
0.49,181,157
0.5,346,157
0.51,167,157
0.52,284,157
0.53,139,157
0.54,226,157
0.55,209,157
0.56,75,157
0.57,132,157
0.58,60,157
0.59,91,157
0.6,34,157
0.61,57,157
0.62,50,157
0.63,25,157
0.64,37,157
0.65,29,157
0.66,21,157
0.67,11,157
0.68,22,157
0.69,15,157
0.7,3,157
0.71,14,157
0.72,6,157
0.73,9,157
0.74,3,157
0.75,4,157
0.76,4,157
0.77,1,157
0.78,1,157
0.79,2,157
0.8,4,157
0.2,15,158
0.21,11,158
0.22,49,158
0.23,59,158
0.24,40,158
0.25,132,158
0.26,91,158
0.27,211,158
0.28,270,158
0.29,148,158
0.3,336,158
0.31,184,158
0.32,424,158
0.33,219,158
0.34,499,158
0.35,548,158
0.36,241,158
0.37,528,158
0.38,241,158
0.39,504,158
0.4,233,158
0.41,492,158
0.42,401,158
0.43,221,158
0.44,394,158
0.45,203,158
0.46,374,158
0.47,343,158
0.48,179,158
0.49,346,158
0.5,173,158
0.51,320,158
0.52,150,158
0.53,262,158
0.54,217,158
0.55,104,158
0.56,156,158
0.57,70,158
0.58,121,158
0.59,76,158
0.6,29,158
0.61,55,158
0.62,29,158
0.63,51,158
0.64,17,158
0.65,40,158
0.66,22,158
0.67,14,158
0.68,18,158
0.69,8,158
0.7,10,158
0.71,3,158
0.72,14,158
0.73,10,158
0.74,2,158
0.75,4,158
0.76,2,158
0.77,3,158
0.78,1,158
0.79,2,158
0.8,4,158
0.2,7,159
0.21,35,159
0.22,23,159
0.23,54,159
0.24,39,159
0.25,121,159
0.26,201,159
0.27,98,159
0.28,264,159
0.29,129,159
0.3,337,159
0.31,378,159
0.32,199,159
0.33,457,159
0.34,254,159
0.35,519,159
0.36,541,159
0.37,244,159
0.38,489,159
0.39,251,159
0.4,493,159
0.41,235,159
0.42,416,159
0.43,434,159
0.44,193,159
0.45,383,159
0.46,197,159
0.47,332,159
0.48,337,159
0.49,182,159
0.5,348,159
0.51,151,159
0.52,300,159
0.53,248,159
0.54,116,159
0.55,205,159
0.56,67,159
0.57,138,159
0.58,105,159
0.59,33,159
0.6,70,159
0.61,33,159
0.62,49,159
0.63,22,159
0.64,42,159
0.65,39,159
0.66,11,159
0.67,25,159
0.68,8,159
0.69,13,159
0.7,10,159
0.71,5,159
0.72,11,159
0.73,7,159
0.74,6,159
0.75,4,159
0.76,1,159
0.77,3,159
0.78,1,159
0.79,3,159
0.8,3,159
0.2,4,160
0.21,31,160
0.22,53,160
0.23,23,160
0.24,86,160
0.25,66,160
0.26,188,160
0.27,95,160
0.28,254,160
0.29,278,160
0.3,175,160
0.31,372,160
0.32,402,160
0.33,234,160
0.34,491,160
0.35,271,160
0.36,536,160
0.37,233,160
0.38,506,160
0.39,482,160
0.4,253,160
0.41,473,160
0.42,399,160
0.43,216,160
0.44,405,160
0.45,185,160
0.46,388,160
0.47,148,160
0.48,346,160
0.49,359,160
0.5,167,160
0.51,305,160
0.52,284,160
0.53,125,160
0.54,228,160
0.55,100,160
0.56,149,160
0.57,72,160
0.58,118,160
0.59,69,160
0.6,35,160
0.61,59,160
0.62,53,160
0.63,21,160
0.64,41,160
0.65,20,160
0.66,26,160
0.67,11,160
0.68,19,160
0.69,15,160
0.7,6,160
0.71,9,160
0.72,11,160
0.73,4,160
0.74,6,160
0.75,3,160
0.76,4,160
0.77,1,160
0.78,1,160
0.79,4,160
0.8,2,160
0.2,14,161
0.21,18,161
0.22,44,161
0.23,29,161
0.24,76,161
0.25,131,161
0.26,99,161
0.27,209,161
0.28,122,161
0.29,293,161
0.3,333,161
0.31,202,161
0.32,389,161
0.33,223,161
0.34,487,161
0.35,530,161
0.36,268,161
0.37,483,161
0.38,272,161
0.39,469,161
0.4,471,161
0.41,226,161
0.42,431,161
0.43,429,161
0.44,195,161
0.45,381,161
0.46,173,161
0.47,343,161
0.48,351,161
0.49,165,161
0.5,344,161
0.51,146,161
0.52,293,161
0.53,251,161
0.54,120,161
0.55,188,161
0.56,78,161
0.57,137,161
0.58,105,161
0.59,30,161
0.6,72,161
0.61,52,161
0.62,30,161
0.63,47,161
0.64,15,161
0.65,37,161
0.66,26,161
0.67,13,161
0.68,18,161
0.69,5,161
0.7,12,161
0.71,11,161
0.72,5,161
0.73,8,161
0.74,5,161
0.75,4,161
0.76,4,161
0.77,2,161
0.78,0,161
0.79,2,161
0.8,4,161
0.2,14,162
0.21,15,162
0.22,42,162
0.23,59,162
0.24,32,162
0.25,126,162
0.26,87,162
0.27,210,162
0.28,250,162
0.29,150,162
0.3,325,162
0.31,375,162
0.32,198,162
0.33,452,162
0.34,250,162
0.35,495,162
0.36,532,162
0.37,245,162
0.38,518,162
0.39,228,162
0.4,469,162
0.41,449,162
0.42,205,162
0.43,441,162
0.44,372,162
0.45,212,162
0.46,353,162
0.47,157,162
0.48,340,162
0.49,357,162
0.5,158,162
0.51,317,162
0.52,287,162
0.53,119,162
0.54,224,162
0.55,92,162
0.56,161,162
0.57,121,162
0.58,50,162
0.59,82,162
0.6,61,162
0.61,29,162
0.62,52,162
0.63,20,162
0.64,41,162
0.65,37,162
0.66,14,162
0.67,19,162
0.68,10,162
0.69,13,162
0.7,15,162
0.71,1,162
0.72,14,162
0.73,6,162
0.74,4,162
0.75,5,162
0.76,1,162
0.77,4,162
0.78,0,162
0.79,4,162
0.8,2,162
0.2,11,163
0.21,34,163
0.22,21,163
0.23,53,163
0.24,36,163
0.25,118,163
0.26,184,163
0.27,98,163
0.28,240,163
0.29,304,163
0.3,163,163
0.31,354,163
0.32,207,163
0.33,430,163
0.34,491,163
0.35,232,163
0.36,556,163
0.37,507,163
0.38,254,163
0.39,454,163
0.4,468,163
0.41,224,163
0.42,413,163
0.43,215,163
0.44,391,163
0.45,395,163
0.46,166,163
0.47,340,163
0.48,339,163
0.49,170,163
0.5,334,163
0.51,153,163
0.52,292,163
0.53,251,163
0.54,121,163
0.55,177,163
0.56,151,163
0.57,60,163
0.58,102,163
0.59,39,163
0.6,68,163
0.61,58,163
0.62,23,163
0.63,44,163
0.64,39,163
0.65,22,163
0.66,24,163
0.67,21,163
0.68,7,163
0.69,16,163
0.7,6,163
0.71,10,163
0.72,10,163
0.73,5,163
0.74,5,163
0.75,5,163
0.76,3,163
0.77,2,163
0.78,0,163
0.79,4,163
0.8,2,163
0.2,15,164
0.21,28,164
0.22,21,164
0.23,53,164
0.24,79,164
0.25,70,164
0.26,169,164
0.27,200,164
0.28,126,164
0.29,298,164
0.3,323,164
0.31,191,164
0.32,390,164
0.33,213,164
0.34,497,164
0.35,489,164
0.36,258,164
0.37,513,164
0.38,484,164
0.39,236,164
0.4,475,164
0.41,437,164
0.42,193,164
0.43,424,164
0.44,211,164
0.45,387,164
0.46,335,164
0.47,176,164
0.48,333,164
0.49,348,164
0.5,158,164
0.51,298,164
0.52,285,164
0.53,129,164
0.54,231,164
0.55,177,164
0.56,72,164
0.57,119,164
0.58,45,164
0.59,86,164
0.6,61,164
0.61,31,164
0.62,47,164
0.63,41,164
0.64,23,164
0.65,35,164
0.66,25,164
0.67,10,164
0.68,19,164
0.69,8,164
0.7,9,164
0.71,13,164
0.72,4,164
0.73,8,164
0.74,7,164
0.75,2,164
0.76,4,164
0.77,2,164
0.78,0,164
0.79,5,164
0.8,1,164
0.2,5,165
0.21,24,165
0.22,50,165
0.23,25,165
0.24,68,165
0.25,133,165
0.26,85,165
0.27,209,165
0.28,247,165
0.29,158,165
0.3,308,165
0.31,198,165
0.32,385,165
0.33,437,165
0.34,244,165
0.35,496,165
0.36,503,165
0.37,256,165
0.38,503,165
0.39,441,165
0.4,250,165
0.41,457,165
0.42,382,165
0.43,220,165
0.44,411,165
0.45,370,165
0.46,169,165
0.47,340,165
0.48,339,165
0.49,177,165
0.5,314,165
0.51,158,165
0.52,284,165
0.53,252,165
0.54,105,165
0.55,198,165
0.56,145,165
0.57,51,165
0.58,102,165
0.59,80,165
0.6,34,165
0.61,48,165
0.62,54,165
0.63,23,165
0.64,37,165
0.65,35,165
0.66,11,165
0.67,24,165
0.68,14,165
0.69,9,165
0.7,9,165
0.71,7,165
0.72,8,165
0.73,7,165
0.74,4,165
0.75,5,165
0.76,4,165
0.77,1,165
0.78,1,165
0.79,5,165
0.8,1,165
0.2,16,166
0.21,11,166
0.22,48,166
0.23,47,166
0.24,36,166
0.25,133,166
0.26,72,166
0.27,202,166
0.28,239,166
0.29,149,166
0.3,300,166
0.31,375,166
0.32,200,166
0.33,421,166
0.34,479,166
0.35,249,166
0.36,505,166
0.37,500,166
0.38,264,166
0.39,425,166
0.4,481,166
0.41,242,166
0.42,380,166
0.43,427,166
0.44,199,166
0.45,385,166
0.46,354,166
0.47,148,166
0.48,362,166
0.49,334,166
0.5,145,166
0.51,311,166
0.52,269,166
0.53,123,166
0.54,231,166
0.55,176,166
0.56,81,166
0.57,112,166
0.58,86,166
0.59,41,166
0.6,70,166
0.61,44,166
0.62,30,166
0.63,39,166
0.64,40,166
0.65,16,166
0.66,29,166
0.67,24,166
0.68,9,166
0.69,11,166
0.7,10,166
0.71,7,166
0.72,9,166
0.73,6,166
0.74,4,166
0.75,5,166
0.76,3,166
0.77,2,166
0.78,0,166
0.79,2,166
0.8,4,166
0.2,14,167
0.21,11,167
0.22,44,167
0.23,49,167
0.24,25,167
0.25,130,167
0.26,162,167
0.27,102,167
0.28,220,167
0.29,299,167
0.3,157,167
0.31,362,167
0.32,393,167
0.33,190,167
0.34,483,167
0.35,498,167
0.36,248,167
0.37,504,167
0.38,474,167
0.39,215,167
0.4,476,167
0.41,457,167
0.42,184,167
0.43,415,167
0.44,395,167
0.45,192,167
0.46,362,167
0.47,322,167
0.48,185,167
0.49,332,167
0.5,305,167
0.51,303,167
0.52,131,167
0.53,259,167
0.54,212,167
0.55,95,167
0.56,143,167
0.57,108,167
0.58,44,167
0.59,74,167
0.6,67,167
0.61,21,167
0.62,51,167
0.63,34,167
0.64,27,167
0.65,34,167
0.66,25,167
0.67,11,167
0.68,17,167
0.69,13,167
0.7,6,167
0.71,11,167
0.72,8,167
0.73,2,167
0.74,7,167
0.75,5,167
0.76,3,167
0.77,2,167
0.78,0,167
0.79,2,167
0.8,4,167
0.2,11,168
0.21,31,168
0.22,20,168
0.23,52,168
0.24,67,168
0.25,69,168
0.26,161,168
0.27,196,168
0.28,116,168
0.29,284,168
0.3,325,168
0.31,180,168
0.32,391,168
0.33,423,168
0.34,233,168
0.35,500,168
0.36,494,168
0.37,246,168
0.38,486,168
0.39,439,168
0.4,478,168
0.41,221,168
0.42,386,168
0.43,417,168
0.44,193,168
0.45,380,168
0.46,345,168
0.47,180,168
0.48,343,168
0.49,330,168
0.5,154,168
0.51,285,168
0.52,276,168
0.53,127,168
0.54,223,168
0.55,180,168
0.56,80,168
0.57,101,168
0.58,101,168
0.59,31,168
0.6,69,168
0.61,56,168
0.62,46,168
0.63,13,168
0.64,44,168
0.65,29,168
0.66,13,168
0.67,22,168
0.68,18,168
0.69,6,168
0.7,10,168
0.71,15,168
0.72,2,168
0.73,5,168
0.74,6,168
0.75,4,168
0.76,4,168
0.77,2,168
0.78,0,168
0.79,2,168
0.8,4,168
0.2,9,169
0.21,27,169
0.22,43,169
0.23,28,169
0.24,56,169
0.25,142,169
0.26,81,169
0.27,195,169
0.28,235,169
0.29,153,169
0.3,312,169
0.31,355,169
0.32,196,169
0.33,416,169
0.34,463,169
0.35,254,169
0.36,493,169
0.37,493,169
0.38,470,169
0.39,209,169
0.4,478,169
0.41,418,169
0.42,199,169
0.43,418,169
0.44,390,169
0.45,195,169
0.46,342,169
0.47,344,169
0.48,187,169
0.49,310,169
0.5,315,169
0.51,292,169
0.52,129,169
0.53,252,169
0.54,208,169
0.55,87,169
0.56,149,169
0.57,106,169
0.58,50,169
0.59,73,169
0.6,59,169
0.61,30,169
0.62,53,169
0.63,33,169
0.64,39,169
0.65,18,169
0.66,26,169
0.67,19,169
0.68,11,169
0.69,12,169
0.7,10,169
0.71,7,169
0.72,9,169
0.73,6,169
0.74,2,169
0.75,7,169
0.76,4,169
0.77,1,169
0.78,1,169
0.79,3,169
0.8,3,169
0.2,7,170
0.21,24,170
0.22,32,170
0.23,35,170
0.24,51,170
0.25,132,170
0.26,161,170
0.27,105,170
0.28,227,170
0.29,306,170
0.3,154,170
0.31,340,170
0.32,379,170
0.33,211,170
0.34,461,170
0.35,493,170
0.36,490,170
0.37,230,170
0.38,493,170
0.39,442,170
0.4,240,170
0.41,426,170
0.42,394,170
0.43,215,170
0.44,391,170
0.45,390,170
0.46,330,170
0.47,176,170
0.48,346,170
0.49,319,170
0.5,165,170
0.51,282,170
0.52,261,170
0.53,136,170
0.54,208,170
0.55,177,170
0.56,143,170
0.57,51,170
0.58,95,170
0.59,67,170
0.6,30,170
0.61,52,170
0.62,53,170
0.63,17,170
0.64,35,170
0.65,36,170
0.66,27,170
0.67,7,170
0.68,20,170
0.69,10,170
0.7,5,170
0.71,11,170
0.72,11,170
0.73,1,170
0.74,7,170
0.75,4,170
0.76,5,170
0.77,0,170
0.78,2,170
0.79,3,170
0.8,1,170
0.2,13,171
0.21,13,171
0.22,31,171
0.23,58,171
0.24,28,171
0.25,116,171
0.26,166,171
0.27,189,171
0.28,121,171
0.29,296,171
0.3,318,171
0.31,169,171
0.32,366,171
0.33,432,171
0.34,231,171
0.35,483,171
0.36,491,171
0.37,488,171
0.38,224,171
0.39,436,171
0.4,483,171
0.41,208,171
0.42,413,171
0.43,386,171
0.44,390,171
0.45,194,171
0.46,336,171
0.47,340,171
0.48,191,171
0.49,312,171
0.5,317,171
0.51,280,171
0.52,134,171
0.53,240,171
0.54,205,171
0.55,97,171
0.56,146,171
0.57,104,171
0.58,94,171
0.59,25,171
0.6,64,171
0.61,48,171
0.62,29,171
0.63,40,171
0.64,36,171
0.65,34,171
0.66,13,171
0.67,22,171
0.68,17,171
0.69,4,171
0.7,8,171
0.71,12,171
0.72,6,171
0.73,5,171
0.74,6,171
0.75,5,171
0.76,2,171
0.77,2,171
0.78,2,171
0.79,1,171
0.8,3,171
0.2,13,172
0.21,10,172
0.22,29,172
0.23,57,172
0.24,65,172
0.25,62,172
0.26,158,172
0.27,191,172
0.28,240,172
0.29,152,172
0.3,320,172
0.31,328,172
0.32,202,172
0.33,414,172
0.34,447,172
0.35,506,172
0.36,245,172
0.37,471,172
0.38,455,172
0.39,227,172
0.4,462,172
0.41,436,172
0.42,382,172
0.43,197,172
0.44,405,172
0.45,372,172
0.46,162,172
0.47,343,172
0.48,347,172
0.49,313,172
0.5,156,172
0.51,272,172
0.52,277,172
0.53,213,172
0.54,125,172
0.55,178,172
0.56,133,172
0.57,60,172
0.58,92,172
0.59,64,172
0.6,59,172
0.61,25,172
0.62,49,172
0.63,39,172
0.64,18,172
0.65,37,172
0.66,27,172
0.67,21,172
0.68,6,172
0.69,11,172
0.7,9,172
0.71,8,172
0.72,8,172
0.73,5,172
0.74,7,172
0.75,2,172
0.76,5,172
0.77,1,172
0.78,2,172
0.79,2,172
0.8,2,172
0.2,11,173
0.21,24,173
0.22,16,173
0.23,51,173
0.24,60,173
0.25,131,173
0.26,82,173
0.27,176,173
0.28,236,173
0.29,298,173
0.3,165,173
0.31,323,173
0.32,379,173
0.33,213,173
0.34,436,173
0.35,504,173
0.36,486,173
0.37,236,173
0.38,440,173
0.39,456,173
0.4,461,173
0.41,209,173
0.42,396,173
0.43,395,173
0.44,202,173
0.45,375,173
0.46,334,173
0.47,361,173
0.48,161,173
0.49,321,173
0.5,292,173
0.51,290,173
0.52,128,173
0.53,230,173
0.54,220,173
0.55,169,173
0.56,64,173
0.57,110,173
0.58,95,173
0.59,24,173
0.6,66,173
0.61,50,173
0.62,51,173
0.63,14,173
0.64,36,173
0.65,37,173
0.66,26,173
0.67,12,173
0.68,11,173
0.69,13,173
0.7,5,173
0.71,12,173
0.72,10,173
0.73,2,173
0.74,4,173
0.75,5,173
0.76,4,173
0.77,2,173
0.78,1,173
0.79,3,173
0.8,1,173
0.2,12,174
0.21,22,174
0.22,34,174
0.23,31,174
0.24,53,174
0.25,114,174
0.26,167,174
0.27,94,174
0.28,220,174
0.29,296,174
0.3,302,174
0.31,164,174
0.32,375,174
0.33,426,174
0.34,439,174
0.35,256,174
0.36,507,174
0.37,467,174
0.38,207,174
0.39,451,174
0.4,456,174
0.41,434,174
0.42,198,174
0.43,379,174
0.44,398,174
0.45,353,174
0.46,180,174
0.47,345,174
0.48,317,174
0.49,323,174
0.5,144,174
0.51,285,174
0.52,266,174
0.53,215,174
0.54,116,174
0.55,177,174
0.56,148,174
0.57,95,174
0.58,52,174
0.59,54,174
0.6,65,174
0.61,54,174
0.62,25,174
0.63,37,174
0.64,31,174
0.65,23,174
0.66,27,174
0.67,22,174
0.68,11,174
0.69,10,174
0.7,7,174
0.71,13,174
0.72,8,174
0.73,1,174
0.74,6,174
0.75,4,174
0.76,4,174
0.77,1,174
0.78,3,174
0.79,2,174
0.8,1,174
0.2,6,175
0.21,20,175
0.22,32,175
0.23,53,175
0.24,27,175
0.25,103,175
0.26,162,175
0.27,188,175
0.28,123,175
0.29,275,175
0.3,299,175
0.31,342,175
0.32,189,175
0.33,406,175
0.34,436,175
0.35,504,175
0.36,254,175
0.37,459,175
0.38,446,175
0.39,442,175
0.4,232,175
0.41,429,175
0.42,407,175
0.43,377,175
0.44,213,175
0.45,346,175
0.46,346,175
0.47,345,175
0.48,162,175
0.49,322,175
0.5,285,175
0.51,300,175
0.52,117,175
0.53,229,175
0.54,205,175
0.55,169,175
0.56,74,175
0.57,112,175
0.58,91,175
0.59,57,175
0.6,35,175
0.61,52,175
0.62,46,175
0.63,37,175
0.64,11,175
0.65,43,175
0.66,25,175
0.67,20,175
0.68,8,175
0.69,13,175
0.7,5,175
0.71,13,175
0.72,8,175
0.73,2,175
0.74,7,175
0.75,2,175
0.76,3,175
0.77,4,175
0.78,2,175
0.79,1,175
0.8,0,175
0.2,15,176
0.21,10,176
0.22,30,176
0.23,56,176
0.24,69,176
0.25,47,176
0.26,156,176
0.27,177,176
0.28,236,176
0.29,139,176
0.3,314,176
0.31,316,176
0.32,381,176
0.33,204,176
0.34,443,176
0.35,490,176
0.36,476,176
0.37,244,176
0.38,436,176
0.39,442,176
0.4,461,176
0.41,408,176
0.42,207,176
0.43,379,176
0.44,382,176
0.45,367,176
0.46,156,176
0.47,360,176
0.48,302,176
0.49,332,176
0.5,133,176
0.51,286,176
0.52,245,176
0.53,233,176
0.54,112,176
0.55,176,176
0.56,133,176
0.57,104,176
0.58,49,176
0.59,68,176
0.6,59,176
0.61,50,176
0.62,44,176
0.63,21,176
0.64,26,176
0.65,40,176
0.66,26,176
0.67,9,176
0.68,17,176
0.69,11,176
0.7,5,176
0.71,10,176
0.72,11,176
0.73,3,176
0.74,6,176
0.75,1,176
0.76,5,176
0.77,3,176
0.78,2,176
0.79,1,176
0.8,0,176
0.2,14,177
0.21,21,177
0.22,17,177
0.23,51,177
0.24,62,177
0.25,107,177
0.26,87,177
0.27,175,177
0.28,219,177
0.29,282,177
0.3,156,177
0.31,325,177
0.32,364,177
0.33,403,177
0.34,451,177
0.35,244,177
0.36,484,177
0.37,475,177
0.38,435,177
0.39,218,177
0.4,461,177
0.41,408,177
0.42,388,177
0.43,192,177
0.44,409,177
0.45,356,177
0.46,345,177
0.47,329,177
0.48,153,177
0.49,329,177
0.5,282,177
0.51,280,177
0.52,127,177
0.53,225,177
0.54,204,177
0.55,179,177
0.56,124,177
0.57,47,177
0.58,94,177
0.59,65,177
0.6,53,177
0.61,26,177
0.62,49,177
0.63,38,177
0.64,32,177
0.65,24,177
0.66,23,177
0.67,20,177
0.68,17,177
0.69,8,177
0.7,3,177
0.71,12,177
0.72,12,177
0.73,3,177
0.74,3,177
0.75,3,177
0.76,5,177
0.77,3,177
0.78,1,177
0.79,2,177
0.8,0,177
0.2,16,178
0.21,21,178
0.22,29,178
0.23,32,178
0.24,59,178
0.25,99,178
0.26,175,178
0.27,87,178
0.28,208,178
0.29,278,178
0.3,291,178
0.31,332,178
0.32,183,178
0.33,399,178
0.34,459,178
0.35,479,178
0.36,233,178
0.37,482,178
0.38,423,178
0.39,452,178
0.4,430,178
0.41,219,178
0.42,401,178
0.43,394,178
0.44,357,178
0.45,179,178
0.46,360,178
0.47,341,178
0.48,300,178
0.49,314,178
0.5,153,178
0.51,263,178
0.52,261,178
0.53,227,178
0.54,192,178
0.55,85,178
0.56,138,178
0.57,106,178
0.58,86,178
0.59,32,178
0.6,55,178
0.61,49,178
0.62,43,178
0.63,39,178
0.64,17,178
0.65,38,178
0.66,27,178
0.67,17,178
0.68,7,178
0.69,11,178
0.7,7,178
0.71,12,178
0.72,11,178
0.73,2,178
0.74,6,178
0.75,1,178
0.76,5,178
0.77,3,178
0.78,1,178
0.79,2,178
0.8,0,178
0.2,14,179
0.21,22,179
0.22,27,179
0.23,51,179
0.24,30,179
0.25,101,179
0.26,162,179
0.27,174,179
0.28,226,179
0.29,150,179
0.3,293,179
0.31,326,179
0.32,371,179
0.33,201,179
0.34,437,179
0.35,476,179
0.36,472,179
0.37,457,179
0.38,212,179
0.39,438,179
0.4,448,179
0.41,423,179
0.42,377,179
0.43,207,179
0.44,372,179
0.45,362,179
0.46,346,179
0.47,334,179
0.48,142,179
0.49,308,179
0.5,288,179
0.51,284,179
0.52,116,179
0.53,219,179
0.54,213,179
0.55,167,179
0.56,131,179
0.57,50,179
0.58,94,179
0.59,63,179
0.6,63,179
0.61,48,179
0.62,19,179
0.63,43,179
0.64,34,179
0.65,31,179
0.66,26,179
0.67,9,179
0.68,15,179
0.69,9,179
0.7,7,179
0.71,6,179
0.72,15,179
0.73,5,179
0.74,4,179
0.75,2,179
0.76,3,179
0.77,4,179
0.78,1,179
0.79,2,179
0.8,1,179
0.2,8,180
0.21,21,180
0.22,26,180
0.23,50,180
0.24,64,180
0.25,51,180
0.26,157,180
0.27,172,180
0.28,219,180
0.29,299,180
0.3,130,180
0.31,318,180
0.32,355,180
0.33,418,180
0.34,443,180
0.35,245,180
0.36,466,180
0.37,446,180
0.38,428,180
0.39,471,180
0.4,226,180
0.41,415,180
0.42,376,180
0.43,391,180
0.44,370,180
0.45,172,180
0.46,364,180
0.47,323,180
0.48,295,180
0.49,315,180
0.5,148,180
0.51,271,180
0.52,254,180
0.53,222,180
0.54,191,180
0.55,85,180
0.56,138,180
0.57,101,180
0.58,91,180
0.59,68,180
0.6,23,180
0.61,46,180
0.62,41,180
0.63,46,180
0.64,29,180
0.65,18,180
0.66,29,180
0.67,20,180
0.68,15,180
0.69,8,180
0.7,3,180
0.71,11,180
0.72,13,180
0.73,5,180
0.74,4,180
0.75,1,180
0.76,4,180
0.77,5,180
0.78,0,180
0.79,2,180
0.8,0,180
0.2,15,181
0.21,14,181
0.22,26,181
0.23,44,181
0.24,61,181
0.25,101,181
0.26,87,181
0.27,168,181
0.28,219,181
0.29,282,181
0.3,268,181
0.31,351,181
0.32,165,181
0.33,419,181
0.34,436,181
0.35,450,181
0.36,482,181
0.37,219,181
0.38,422,181
0.39,471,181
0.4,429,181
0.41,412,181
0.42,196,181
0.43,370,181
0.44,385,181
0.45,361,181
0.46,324,181
0.47,183,181
0.48,295,181
0.49,302,181
0.5,286,181
0.51,276,181
0.52,240,181
0.53,108,181
0.54,219,181
0.55,159,181
0.56,126,181
0.57,97,181
0.58,45,181
0.59,74,181
0.6,50,181
0.61,50,181
0.62,36,181
0.63,25,181
0.64,35,181
0.65,32,181
0.66,26,181
0.67,16,181
0.68,10,181
0.69,8,181
0.7,7,181
0.71,15,181
0.72,9,181
0.73,6,181
0.74,2,181
0.75,2,181
0.76,4,181
0.77,5,181
0.78,1,181
0.79,1,181
0.8,0,181
0.2,14,182
0.21,25,182
0.22,15,182
0.23,41,182
0.24,57,182
0.25,96,182
0.26,170,182
0.27,176,182
0.28,112,182
0.29,262,182
0.3,282,182
0.31,336,182
0.32,353,182
0.33,204,182
0.34,429,182
0.35,447,182
0.36,494,182
0.37,433,182
0.38,416,182
0.39,249,182
0.4,444,182
0.41,394,182
0.42,397,182
0.43,366,182
0.44,190,182
0.45,362,182
0.46,350,182
0.47,336,182
0.48,287,182
0.49,310,182
0.5,143,182
0.51,262,182
0.52,253,182
0.53,216,182
0.54,209,182
0.55,151,182
0.56,54,182
0.57,106,182
0.58,86,182
0.59,75,182
0.6,47,182
0.61,26,182
0.62,44,182
0.63,39,182
0.64,32,182
0.65,30,182
0.66,28,182
0.67,10,182
0.68,14,182
0.69,7,182
0.7,9,182
0.71,14,182
0.72,6,182
0.73,6,182
0.74,3,182
0.75,1,182
0.76,4,182
0.77,5,182
0.78,0,182
0.79,2,182
0.8,1,182
0.2,12,183
0.21,26,183
0.22,29,183
0.23,49,183
0.24,28,183
0.25,87,183
0.26,155,183
0.27,178,183
0.28,214,183
0.29,137,183
0.3,287,183
0.31,321,183
0.32,358,183
0.33,406,183
0.34,446,183
0.35,211,183
0.36,472,183
0.37,446,183
0.38,416,183
0.39,456,183
0.4,451,183
0.41,170,183
0.42,417,183
0.43,366,183
0.44,383,183
0.45,349,183
0.46,325,183
0.47,181,183
0.48,292,183
0.49,314,183
0.5,268,183
0.51,273,183
0.52,241,183
0.53,100,183
0.54,216,183
0.55,168,183
0.56,109,183
0.57,110,183
0.58,78,183
0.59,38,183
0.6,53,183
0.61,50,183
0.62,42,183
0.63,38,183
0.64,29,183
0.65,13,183
0.66,28,183
0.67,24,183
0.68,15,183
0.69,5,183
0.7,11,183
0.71,7,183
0.72,11,183
0.73,7,183
0.74,2,183
0.75,2,183
0.76,2,183
0.77,5,183
0.78,2,183
0.79,1,183
0.8,1,183
0.2,10,184
0.21,24,184
0.22,28,184
0.23,44,184
0.24,62,184
0.25,47,184
0.26,146,184
0.27,173,184
0.28,210,184
0.29,263,184
0.3,291,184
0.31,166,184
0.32,351,184
0.33,400,184
0.34,418,184
0.35,460,184
0.36,481,184
0.37,192,184
0.38,437,184
0.39,446,184
0.4,447,184
0.41,389,184
0.42,391,184
0.43,366,184
0.44,184,184
0.45,368,184
0.46,336,184
0.47,324,184
0.48,295,184
0.49,301,184
0.5,146,184
0.51,246,184
0.52,261,184
0.53,215,184
0.54,195,184
0.55,162,184
0.56,56,184
0.57,109,184
0.58,82,184
0.59,73,184
0.6,52,184
0.61,55,184
0.62,34,184
0.63,16,184
0.64,34,184
0.65,30,184
0.66,24,184
0.67,22,184
0.68,14,184
0.69,2,184
0.7,8,184
0.71,13,184
0.72,11,184
0.73,6,184
0.74,2,184
0.75,0,184
0.76,4,184
0.77,6,184
0.78,1,184
0.79,1,184
0.8,1,184
0.2,6,185
0.21,18,185
0.22,33,185
0.23,40,185
0.24,60,185
0.25,95,185
0.26,165,185
0.27,89,185
0.28,204,185
0.29,252,185
0.3,289,185
0.31,315,185
0.32,359,185
0.33,218,185
0.34,402,185
0.35,462,185
0.36,460,185
0.37,426,185
0.38,450,185
0.39,428,185
0.4,235,185
0.41,388,185
0.42,410,185
0.43,357,185
0.44,363,185
0.45,357,185
0.46,340,185
0.47,154,185
0.48,297,185
0.49,309,185
0.5,266,185
0.51,265,185
0.52,241,185
0.53,115,185
0.54,190,185
0.55,166,185
0.56,131,185
0.57,102,185
0.58,76,185
0.59,70,185
0.6,23,185
0.61,55,185
0.62,41,185
0.63,36,185
0.64,29,185
0.65,29,185
0.66,28,185
0.67,8,185
0.68,15,185
0.69,9,185
0.7,7,185
0.71,17,185
0.72,7,185
0.73,3,185
0.74,4,185
0.75,1,185
0.76,3,185
0.77,6,185
0.78,1,185
