gc,target,w
0.39,337,243
0.4,517,243
0.41,326,243
0.42,463,243
0.43,331,243
0.44,468,243
0.45,279,243
0.46,278,243
0.47,378,243
0.48,247,243
0.49,293,243
0.5,208,243
0.51,247,243
0.52,183,243
0.53,215,243
0.54,150,243
0.55,140,243
0.56,142,243
0.57,73,243
0.58,82,243
0.59,40,243
0.6,64,243
0.61,34,243
0.62,29,243
0.63,41,243
0.64,21,243
0.65,19,243
0.66,29,243
0.67,13,243
0.68,10,243
0.69,6,243
0.7,10,243
0.71,8,243
0.72,7,243
0.73,4,243
0.74,7,243
0.75,2,243
0.76,3,243
0.77,3,243
0.78,2,243
0.79,2,243
0.8,1,243
0.2,10,244
0.21,7,244
0.22,11,244
0.23,39,244
0.24,35,244
0.25,100,244
0.26,75,244
0.27,182,244
0.28,138,244
0.29,186,244
0.3,333,244
0.31,229,244
0.32,436,244
0.33,287,244
0.34,506,244
0.35,327,244
0.36,574,244
0.37,348,244
0.38,335,244
0.39,517,244
0.4,339,244
0.41,489,244
0.42,300,244
0.43,482,244
0.44,320,244
0.45,426,244
0.46,259,244
0.47,267,244
0.48,335,244
0.49,206,244
0.5,306,244
0.51,159,244
0.52,264,244
0.53,139,244
0.54,143,244
0.55,211,244
0.56,97,244
0.57,101,244
0.58,57,244
0.59,60,244
0.6,42,244
0.61,53,244
0.62,32,244
0.63,22,244
0.64,35,244
0.65,15,244
0.66,31,244
0.67,9,244
0.68,12,244
0.69,7,244
0.7,10,244
0.71,8,244
0.72,3,244
0.73,9,244
0.74,5,244
0.75,3,244
0.76,2,244
0.77,3,244
0.78,2,244
0.79,2,244
0.8,1,244
0.2,9,245
0.21,8,245
0.22,24,245
0.23,22,245
0.24,58,245
0.25,67,245
0.26,78,245
0.27,176,245
0.28,130,245
0.29,271,245
0.3,230,245
0.31,360,245
0.32,297,245
0.33,442,245
0.34,344,245
0.35,334,245
0.36,551,245
0.37,350,245
0.38,524,245
0.39,340,245
0.4,498,245
0.41,341,245
0.42,449,245
0.43,306,245
0.44,468,245
0.45,295,245
0.46,274,245
0.47,374,245
0.48,221,245
0.49,312,245
0.5,208,245
0.51,241,245
0.52,173,245
0.53,228,245
0.54,148,245
0.55,134,245
0.56,146,245
0.57,70,245
0.58,81,245
0.59,45,245
0.6,64,245
0.61,30,245
0.62,42,245
0.63,30,245
0.64,27,245
0.65,15,245
0.66,24,245
0.67,17,245
0.68,9,245
0.69,10,245
0.7,7,245
0.71,10,245
0.72,4,245
0.73,8,245
0.74,5,245
0.75,2,245
0.76,3,245
0.77,3,245
0.78,2,245
0.79,2,245
0.8,1,245
0.2,10,246
0.21,8,246
0.22,23,246
0.23,19,246
0.24,50,246
0.25,67,246
0.26,131,246
0.27,103,246
0.28,222,246
0.29,186,246
0.3,340,246
0.31,230,246
0.32,280,246
0.33,448,246
0.34,333,246
0.35,493,246
0.36,391,246
0.37,511,246
0.38,362,246
0.39,529,246
0.4,308,246
0.41,481,246
0.42,318,246
0.43,465,246
0.44,306,246
0.45,293,246
0.46,394,246
0.47,252,246
0.48,351,246
0.49,201,246
0.5,297,246
0.51,166,246
0.52,246,246
0.53,155,246
0.54,224,246
0.55,128,246
0.56,94,246
0.57,99,246
0.58,56,246
0.59,66,246
0.6,39,246
0.61,54,246
0.62,31,246
0.63,39,246
0.64,21,246
0.65,18,246
0.66,26,246
0.67,16,246
0.68,7,246
0.69,8,246
0.7,8,246
0.71,7,246
0.72,7,246
0.73,5,246
0.74,8,246
0.75,2,246
0.76,4,246
0.77,2,246
0.78,2,246
0.79,2,246
0.8,1,246
0.2,7,247
0.21,12,247
0.22,16,247
0.23,37,247
0.24,30,247
0.25,62,247
0.26,129,247
0.27,93,247
0.28,215,247
0.29,190,247
0.3,331,247
0.31,227,247
0.32,430,247
0.33,285,247
0.34,480,247
0.35,327,247
0.36,577,247
0.37,332,247
0.38,529,247
0.39,347,247
0.4,489,247
0.41,320,247
0.42,303,247
0.43,476,247
0.44,303,247
0.45,433,247
0.46,273,247
0.47,355,247
0.48,249,247
0.49,305,247
0.5,196,247
0.51,249,247
0.52,164,247
0.53,231,247
0.54,145,247
0.55,196,247
0.56,95,247
0.57,89,247
0.58,52,247
0.59,44,247
0.6,60,247
0.61,33,247
0.62,44,247
0.63,33,247
0.64,26,247
0.65,12,247
0.66,36,247
0.67,7,247
0.68,12,247
0.69,7,247
0.7,11,247
0.71,4,247
0.72,7,247
0.73,7,247
0.74,6,247
0.75,2,247
0.76,3,247
0.77,3,247
0.78,1,247
0.79,3,247
0.8,0,247
0.2,7,248
0.21,10,248
0.22,15,248
0.23,36,248
0.24,29,248
0.25,87,248
0.26,88,248
0.27,169,248
0.28,140,248
0.29,269,248
0.3,230,248
0.31,350,248
0.32,301,248
0.33,438,248
0.34,326,248
0.35,496,248
0.36,385,248
0.37,331,248
0.38,536,248
0.39,343,248
0.4,502,248
0.41,322,248
0.42,453,248
0.43,310,248
0.44,452,248
0.45,295,248
0.46,401,248
0.47,239,248
0.48,353,248
0.49,194,248
0.5,303,248
0.51,161,248
0.52,243,248
0.53,150,248
0.54,213,248
0.55,140,248
0.56,137,248
0.57,59,248
0.58,74,248
0.59,47,248
0.6,55,248
0.61,37,248
0.62,38,248
0.63,31,248
0.64,18,248
0.65,22,248
0.66,20,248
0.67,19,248
0.68,10,248
0.69,11,248
0.7,5,248
0.71,8,248
0.72,4,248
0.73,11,248
0.74,4,248
0.75,4,248
0.76,3,248
0.77,2,248
0.78,2,248
0.79,2,248
0.8,2,248
0.2,10,249
0.21,9,249
0.22,23,249
0.23,25,249
0.24,47,249
0.25,64,249
0.26,78,249
0.27,160,249
0.28,143,249
0.29,260,249
0.3,226,249
0.31,352,249
0.32,294,249
0.33,436,249
0.34,315,249
0.35,490,249
0.36,373,249
0.37,534,249
0.38,338,249
0.39,526,249
0.4,307,249
0.41,483,249
0.42,306,249
0.43,459,249
0.44,312,249
0.45,434,249
0.46,272,249
0.47,348,249
0.48,243,249
0.49,301,249
0.5,194,249
0.51,250,249
0.52,174,249
0.53,221,249
0.54,129,249
0.55,199,249
0.56,100,249
0.57,96,249
0.58,50,249
0.59,60,249
0.6,38,249
0.61,55,249
0.62,26,249
0.63,41,249
0.64,16,249
0.65,22,249
0.66,24,249
0.67,14,249
0.68,9,249
0.69,11,249
0.7,6,249
0.71,9,249
0.72,3,249
0.73,11,249
0.74,4,249
0.75,2,249
0.76,4,249
0.77,2,249
0.78,2,249
0.79,2,249
0.8,2,249
0.2,11,250
0.21,8,250
0.22,21,250
0.23,24,250
0.24,46,250
0.25,57,250
0.26,129,250
0.27,103,250
0.28,226,250
0.29,170,250
0.3,331,250
0.31,233,250
0.32,427,250
0.33,281,250
0.34,467,250
0.35,336,250
0.36,554,250
0.37,352,250
0.38,506,250
0.39,355,250
0.4,478,250
0.41,319,250
0.42,449,250
0.43,308,250
0.44,459,250
0.45,291,250
0.46,402,250
0.47,236,250
0.48,347,250
0.49,195,250
0.5,286,250
0.51,169,250
0.52,246,250
0.53,154,250
0.54,201,250
0.55,128,250
0.56,150,250
0.57,62,250
0.58,69,250
0.59,46,250
0.6,56,250
0.61,36,250
0.62,43,250
0.63,29,250
0.64,24,250
0.65,16,250
0.66,29,250
0.67,13,250
0.68,10,250
0.69,10,250
0.7,7,250
0.71,6,250
0.72,6,250
0.73,10,250
0.74,4,250
0.75,3,250
0.76,3,250
0.77,2,250
0.78,2,250
0.79,2,250
0.8,2,250
0.2,8,251
0.21,9,251
0.22,18,251
0.23,28,251
0.24,46,251
0.25,77,251
0.26,92,251
0.27,168,251
0.28,153,251
0.29,265,251
0.3,227,251
0.31,368,251
0.32,274,251
0.33,440,251
0.34,315,251
0.35,491,251
0.36,384,251
0.37,507,251
0.38,347,251
0.39,510,251
0.4,326,251
0.41,467,251
0.42,306,251
0.43,450,251
0.44,303,251
0.45,436,251
0.46,276,251
0.47,353,251
0.48,235,251
0.49,285,251
0.5,200,251
0.51,261,251
0.52,161,251
0.53,221,251
0.54,140,251
0.55,188,251
0.56,95,251
0.57,100,251
0.58,49,251
0.59,59,251
0.6,41,251
0.61,52,251
0.62,30,251
0.63,41,251
0.64,13,251
0.65,24,251
0.66,22,251
0.67,17,251
0.68,8,251
0.69,12,251
0.7,6,251
0.71,8,251
0.72,3,251
0.73,12,251
0.74,2,251
0.75,6,251
0.76,2,251
0.77,2,251
0.78,2,251
0.79,2,251
0.8,2,251
0.2,5,252
0.21,15,252
0.22,13,252
0.23,34,252
0.24,37,252
0.25,75,252
0.26,84,252
0.27,166,252
0.28,141,252
0.29,267,252
0.3,219,252
0.31,355,252
0.32,258,252
0.33,443,252
0.34,315,252
0.35,492,252
0.36,374,252
0.37,500,252
0.38,523,252
0.39,350,252
0.4,482,252
0.41,304,252
0.42,456,252
0.43,300,252
0.44,462,252
0.45,277,252
0.46,413,252
0.47,224,252
0.48,345,252
0.49,194,252
0.5,291,252
0.51,167,252
0.52,243,252
0.53,148,252
0.54,208,252
0.55,124,252
0.56,143,252
0.57,68,252
0.58,71,252
0.59,40,252
0.6,58,252
0.61,34,252
0.62,47,252
0.63,39,252
0.64,17,252
0.65,19,252
0.66,23,252
0.67,15,252
0.68,7,252
0.69,13,252
0.7,5,252
0.71,9,252
0.72,3,252
0.73,11,252
0.74,4,252
0.75,4,252
0.76,2,252
0.77,2,252
0.78,2,252
0.79,2,252
0.8,1,252
0.2,6,253
0.21,14,253
0.22,12,253
0.23,34,253
0.24,31,253
0.25,73,253
0.26,129,253
0.27,120,253
0.28,211,253
0.29,176,253
0.3,330,253
0.31,234,253
0.32,400,253
0.33,280,253
0.34,474,253
0.35,333,253
0.36,562,253
0.37,317,253
0.38,516,253
0.39,347,253
0.4,491,253
0.41,310,253
0.42,452,253
0.43,454,253
0.44,296,253
0.45,427,253
0.46,285,253
0.47,333,253
0.48,223,253
0.49,304,253
0.5,204,253
0.51,252,253
0.52,160,253
0.53,219,253
0.54,130,253
0.55,183,253
0.56,101,253
0.57,102,253
0.58,66,253
0.59,46,253
0.6,58,253
0.61,33,253
0.62,43,253
0.63,27,253
0.64,26,253
0.65,12,253
0.66,32,253
0.67,8,253
0.68,13,253
0.69,9,253
0.7,7,253
0.71,8,253
0.72,4,253
0.73,8,253
0.74,7,253
0.75,4,253
0.76,2,253
0.77,3,253
0.78,1,253
0.79,2,253
0.8,1,253
0.2,8,254
0.21,9,254
0.22,24,254
0.23,23,254
0.24,51,254
0.25,46,254
0.26,124,254
0.27,117,254
0.28,202,254
0.29,171,254
0.3,325,254
0.31,351,254
0.32,272,254
0.33,445,254
0.34,303,254
0.35,504,254
0.36,368,254
0.37,490,254
0.38,355,254
0.39,511,254
0.4,323,254
0.41,469,254
0.42,305,254
0.43,438,254
0.44,453,254
0.45,272,254
0.46,415,254
0.47,217,254
0.48,339,254
0.49,194,254
0.5,291,254
0.51,173,254
0.52,242,254
0.53,144,254
0.54,215,254
0.55,114,254
0.56,140,254
0.57,94,254
0.58,48,254
0.59,62,254
0.6,39,254
0.61,49,254
0.62,31,254
0.63,36,254
0.64,15,254
0.65,23,254
0.66,21,254
0.67,17,254
0.68,7,254
0.69,13,254
0.7,8,254
0.71,8,254
0.72,3,254
0.73,9,254
0.74,6,254
0.75,3,254
0.76,3,254
0.77,0,254
0.78,4,254
0.79,2,254
0.8,1,254
0.2,8,255
0.21,8,255
0.22,25,255
0.23,20,255
0.24,46,255
0.25,85,255
0.26,77,255
0.27,173,255
0.28,138,255
0.29,265,255
0.3,219,255
0.31,345,255
0.32,253,255
0.33,450,255
0.34,290,255
0.35,510,255
0.36,541,255
0.37,324,255
0.38,527,255
0.39,319,255
0.4,488,255
0.41,312,255
0.42,480,255
0.43,267,255
0.44,458,255
0.45,415,255
0.46,272,255
0.47,340,255
0.48,228,255
0.49,294,255
0.5,194,255
0.51,260,255
0.52,160,255
0.53,219,255
0.54,131,255
0.55,182,255
0.56,139,255
0.57,65,255
0.58,66,255
0.59,37,255
0.6,59,255
0.61,33,255
0.62,46,255
0.63,26,255
0.64,27,255
0.65,20,255
0.66,23,255
0.67,14,255
0.68,11,255
0.69,9,255
0.7,7,255
0.71,9,255
0.72,3,255
0.73,9,255
0.74,5,255
0.75,6,255
0.76,1,255
0.77,1,255
0.78,3,255
0.79,2,255
0.8,1,255
0.2,7,256
0.21,15,256
0.22,19,256
0.23,27,256
0.24,33,256
0.25,78,256
0.26,79,256
0.27,166,256
0.28,130,256
0.29,254,256
0.3,329,256
0.31,235,256
0.32,387,256
0.33,314,256
0.34,424,256
0.35,350,256
0.36,530,256
0.37,348,256
0.38,503,256
0.39,498,256
0.4,323,256
0.41,477,256
0.42,308,256
0.43,432,256
0.44,306,256
0.45,405,256
0.46,410,256
0.47,224,256
0.48,334,256
0.49,192,256
0.5,279,256
0.51,179,256
0.52,229,256
0.53,151,256
0.54,195,256
0.55,173,256
0.56,96,256
0.57,95,256
0.58,48,256
0.59,61,256
0.6,37,256
0.61,54,256
0.62,40,256
0.63,25,256
0.64,23,256
0.65,14,256
0.66,30,256
0.67,9,256
0.68,16,256
0.69,5,256
0.7,9,256
0.71,9,256
0.72,3,256
0.73,10,256
0.74,4,256
0.75,6,256
0.76,1,256
0.77,2,256
0.78,1,256
0.79,3,256
0.8,2,256
0.2,5,257
0.21,11,257
0.22,20,257
0.23,28,257
0.24,32,257
0.25,71,257
0.26,121,257
0.27,112,257
0.28,201,257
0.29,170,257
0.3,319,257
0.31,240,257
0.32,373,257
0.33,451,257
0.34,292,257
0.35,520,257
0.36,355,257
0.37,494,257
0.38,339,257
0.39,500,257
0.4,480,257
0.41,316,257
0.42,468,257
0.43,269,257
0.44,454,257
0.45,280,257
0.46,406,257
0.47,333,257
0.48,235,257
0.49,291,257
0.5,188,257
0.51,253,257
0.52,163,257
0.53,213,257
0.54,196,257
0.55,118,257
0.56,134,257
0.57,67,257
0.58,69,257
0.59,45,257
0.6,52,257
0.61,56,257
0.62,21,257
0.63,39,257
0.64,14,257
0.65,21,257
0.66,23,257
0.67,18,257
0.68,13,257
0.69,7,257
0.7,9,257
0.71,6,257
0.72,5,257
0.73,7,257
0.74,7,257
0.75,5,257
0.76,1,257
0.77,2,257
0.78,1,257
0.79,3,257
0.8,1,257
0.2,4,258
0.21,10,258
0.22,29,258
0.23,18,258
0.24,47,258
0.25,50,258
0.26,121,258
0.27,109,258
0.28,186,258
0.29,279,258
0.3,208,258
0.31,344,258
0.32,243,258
0.33,457,258
0.34,454,258
0.35,346,258
0.36,521,258
0.37,331,258
0.38,517,258
0.39,322,258
0.4,469,258
0.41,481,258
0.42,309,258
0.43,414,258
0.44,292,258
0.45,449,258
0.46,261,258
0.47,342,258
0.48,340,258
0.49,189,258
0.5,269,258
0.51,179,258
0.52,241,258
0.53,208,258
0.54,128,258
0.55,173,258
0.56,91,258
0.57,96,258
0.58,53,258
0.59,62,258
0.6,49,258
0.61,35,258
0.62,42,258
0.63,26,258
0.64,24,258
0.65,16,258
0.66,29,258
0.67,14,258
0.68,8,258
0.69,11,258
0.7,8,258
0.71,7,258
0.72,7,258
0.73,6,258
0.74,6,258
0.75,2,258
0.76,4,258
0.77,2,258
0.78,1,258
0.79,3,258
0.8,1,258
0.2,8,259
0.21,7,259
0.22,28,259
0.23,18,259
0.24,44,259
0.25,74,259
0.26,83,259
0.27,164,259
0.28,130,259
0.29,260,259
0.3,207,259
0.31,341,259
0.32,397,259
0.33,291,259
0.34,445,259
0.35,360,259
0.36,500,259
0.37,510,259
0.38,331,259
0.39,501,259
0.4,301,259
0.41,479,259
0.42,461,259
0.43,278,259
0.44,437,259
0.45,290,259
0.46,397,259
0.47,347,259
0.48,211,259
0.49,299,259
0.5,174,259
0.51,259,259
0.52,167,259
0.53,204,259
0.54,194,259
0.55,124,259
0.56,125,259
0.57,64,259
0.58,78,259
0.59,65,259
0.6,26,259
0.61,53,259
0.62,31,259
0.63,38,259
0.64,20,259
0.65,14,259
0.66,29,259
0.67,11,259
0.68,13,259
0.69,10,259
0.7,7,259
0.71,7,259
0.72,4,259
0.73,10,259
0.74,4,259
0.75,4,259
0.76,3,259
0.77,2,259
0.78,1,259
0.79,2,259
0.8,2,259
0.2,8,260
0.21,7,260
0.22,26,260
0.23,28,260
0.24,29,260
0.25,73,260
0.26,77,260
0.27,159,260
0.28,204,260
0.29,180,260
0.3,307,260
0.31,235,260
0.32,377,260
0.33,443,260
0.34,291,260
0.35,517,260
0.36,342,260
0.37,491,260
0.38,498,260
0.39,340,260
0.4,444,260
0.41,351,260
0.42,456,260
0.43,421,260
0.44,279,260
0.45,443,260
0.46,267,260
0.47,346,260
0.48,314,260
0.49,199,260
0.5,266,260
0.51,170,260
0.52,251,260
0.53,196,260
0.54,127,260
0.55,184,260
0.56,83,260
0.57,98,260
0.58,69,260
0.59,47,260
0.6,47,260
0.61,34,260
0.62,43,260
0.63,39,260
0.64,14,260
0.65,16,260
0.66,23,260
0.67,18,260
0.68,14,260
0.69,6,260
0.7,9,260
0.71,6,260
0.72,7,260
0.73,10,260
0.74,3,260
0.75,5,260
0.76,1,260
0.77,2,260
0.78,2,260
0.79,1,260
0.8,2,260
0.2,7,261
0.21,13,261
0.22,21,261
0.23,27,261
0.24,25,261
0.25,75,261
0.26,108,261
0.27,118,261
0.28,189,261
0.29,182,261
0.3,301,261
0.31,347,261
0.32,260,261
0.33,432,261
0.34,444,261
0.35,346,261
0.36,499,261
0.37,337,261
0.38,501,261
0.39,498,261
0.4,291,261
0.41,496,261
0.42,304,261
0.43,430,261
0.44,415,261
0.45,286,261
0.46,403,261
0.47,228,261
0.48,329,261
0.49,284,261
0.5,179,261
0.51,261,261
0.52,233,261
0.53,138,261
0.54,188,261
0.55,123,261
0.56,127,261
0.57,92,261
0.58,52,261
0.59,62,261
0.6,31,261
0.61,47,261
0.62,46,261
0.63,25,261
0.64,22,261
0.65,13,261
0.66,27,261
0.67,18,261
0.68,9,261
0.69,10,261
0.7,8,261
0.71,6,261
0.72,6,261
0.73,4,261
0.74,9,261
0.75,5,261
0.76,1,261
0.77,2,261
0.78,1,261
0.79,2,261
0.8,2,261
0.2,4,262
0.21,13,262
0.22,22,262
0.23,25,262
0.24,41,262
0.25,54,262
0.26,102,262
0.27,175,262
0.28,122,262
0.29,272,262
0.3,196,262
0.31,348,262
0.32,385,262
0.33,283,262
0.34,443,262
0.35,510,262
0.36,347,262
0.37,495,262
0.38,343,262
0.39,488,262
0.4,446,262
0.41,332,262
0.42,439,262
0.43,316,262
0.44,408,262
0.45,432,262
0.46,265,262
0.47,327,262
0.48,328,262
0.49,182,262
0.5,275,262
0.51,175,262
0.52,234,262
0.53,205,262
0.54,133,262
0.55,174,262
0.56,115,262
0.57,60,262
0.58,81,262
0.59,44,262
0.6,47,262
0.61,46,262
0.62,30,262
0.63,42,262
0.64,11,262
0.65,18,262
0.66,32,262
0.67,8,262
0.68,14,262
0.69,10,262
0.7,7,262
0.71,8,262
0.72,4,262
0.73,8,262
0.74,6,262
0.75,3,262
0.76,3,262
0.77,2,262
0.78,1,262
0.79,2,262
0.8,2,262
0.2,4,263
0.21,11,263
0.22,31,263
0.23,16,263
0.24,36,263
0.25,75,263
0.26,79,263
0.27,171,263
0.28,121,263
0.29,254,263
0.3,313,263
0.31,226,263
0.32,381,263
0.33,423,263
0.34,288,263
0.35,512,263
0.36,336,263
0.37,490,263
0.38,500,263
0.39,341,263
0.4,440,263
0.41,489,263
0.42,292,263
0.43,441,263
0.44,419,263
0.45,272,263
0.46,409,263
0.47,226,263
0.48,324,263
0.49,278,263
0.5,175,263
0.51,259,263
0.52,237,263
0.53,137,263
0.54,185,263
0.55,123,263
0.56,123,263
0.57,99,263
0.58,53,263
0.59,59,263
0.6,47,263
0.61,24,263
0.62,47,263
0.63,41,263
0.64,12,263
0.65,16,263
0.66,23,263
0.67,19,263
0.68,14,263
0.69,3,263
0.7,12,263
0.71,8,263
0.72,3,263
0.73,8,263
0.74,5,263
0.75,5,263
0.76,2,263
0.77,1,263
0.78,2,263
0.79,3,263
0.8,1,263
0.2,7,264
0.21,7,264
0.22,32,264
0.23,24,264
0.24,25,264
0.25,70,264
0.26,78,264
0.27,159,264
0.28,199,264
0.29,171,264
0.3,298,264
0.31,339,264
0.32,261,264
0.33,415,264
0.34,462,264
0.35,333,264
0.36,493,264
0.37,313,264
0.38,519,264
0.39,502,264
0.4,285,264
0.41,498,264
0.42,434,264
0.43,288,264
0.44,418,264
0.45,416,264
0.46,273,264
0.47,336,264
0.48,317,264
0.49,183,264
0.5,269,264
0.51,172,264
0.52,237,264
0.53,203,264
0.54,119,264
0.55,184,264
0.56,116,264
0.57,60,264
0.58,82,264
0.59,58,264
0.6,31,264
0.61,42,264
0.62,47,264
0.63,22,264
0.64,25,264
0.65,12,264
0.66,28,264
0.67,17,264
0.68,10,264
0.69,9,264
0.7,10,264
0.71,6,264
0.72,4,264
0.73,9,264
0.74,5,264
0.75,4,264
0.76,2,264
0.77,2,264
0.78,1,264
0.79,2,264
0.8,2,264
0.2,6,265
0.21,7,265
0.22,31,265
0.23,21,265
0.24,25,265
0.25,69,265
0.26,112,265
0.27,113,265
0.28,193,265
0.29,259,265
0.3,201,265
0.31,332,265
0.32,391,265
0.33,282,265
0.34,450,265
0.35,480,265
0.36,334,265
0.37,496,265
0.38,515,265
0.39,319,265
0.4,463,265
0.41,326,265
0.42,445,265
0.43,414,265
0.44,278,265
0.45,426,265
0.46,390,265
0.47,229,265
0.48,323,265
0.49,273,265
0.5,178,265
0.51,245,265
0.52,245,265
0.53,133,265
0.54,183,265
0.55,173,265
0.56,78,265
0.57,92,265
0.58,74,265
0.59,43,265
0.6,45,265
0.61,26,265
0.62,48,265
0.63,38,265
0.64,15,265
0.65,17,265
0.66,28,265
0.67,13,265
0.68,12,265
0.69,10,265
0.7,7,265
0.71,8,265
0.72,5,265
0.73,5,265
0.74,8,265
0.75,4,265
0.76,2,265
0.77,2,265
0.78,2,265
0.79,1,265
0.8,2,265
0.2,7,266
0.21,14,266
0.22,20,266
0.23,24,266
0.24,34,266
0.25,51,266
0.26,112,266
0.27,167,266
0.28,126,266
0.29,256,266
0.3,300,266
0.31,217,266
0.32,379,266
0.33,425,266
0.34,289,266
0.35,494,266
0.36,515,266
0.37,316,266
0.38,502,266
0.39,491,266
0.4,305,266
0.41,471,266
0.42,438,266
0.43,272,266
0.44,418,266
0.45,425,266
0.46,268,266
0.47,331,266
0.48,318,266
0.49,175,266
0.5,264,266
0.51,177,266
0.52,229,266
0.53,213,266
0.54,112,266
0.55,186,266
0.56,111,266
0.57,65,266
0.58,78,266
0.59,62,266
0.6,28,266
0.61,39,266
0.62,47,266
0.63,25,266
0.64,28,266
0.65,19,266
0.66,18,266
0.67,18,266
0.68,13,266
0.69,5,266
0.7,11,266
0.71,7,266
0.72,3,266
0.73,7,266
0.74,8,266
0.75,3,266
0.76,3,266
0.77,2,266
0.78,2,266
0.79,1,266
0.8,2,266
0.2,4,267
0.21,12,267
0.22,27,267
0.23,17,267
0.24,34,267
0.25,78,267
0.26,81,267
0.27,154,267
0.28,204,267
0.29,165,267
0.3,290,267
0.31,352,267
0.32,236,267
0.33,430,267
0.34,452,267
0.35,327,267
0.36,494,267
0.37,492,267
0.38,331,267
0.39,496,267
0.4,442,267
0.41,320,267
0.42,449,267
0.43,412,267
0.44,277,267
0.45,422,267
0.46,384,267
0.47,233,267
0.48,327,267
0.49,266,267
0.5,171,267
0.51,258,267
0.52,231,267
0.53,134,267
0.54,177,267
0.55,178,267
0.56,75,267
0.57,97,267
0.58,73,267
0.59,41,267
0.6,43,267
0.61,39,267
0.62,35,267
0.63,35,267
0.64,26,267
0.65,10,267
0.66,30,267
0.67,15,267
0.68,10,267
0.69,9,267
0.7,10,267
0.71,7,267
0.72,5,267
0.73,7,267
0.74,6,267
0.75,3,267
0.76,3,267
0.77,1,267
0.78,3,267
0.79,1,267
0.8,2,267
0.2,5,268
0.21,10,268
0.22,28,268
0.23,12,268
0.24,35,268
0.25,71,268
0.26,119,268
0.27,113,268
0.28,188,268
0.29,262,268
0.3,188,268
0.31,350,268
0.32,360,268
0.33,286,268
0.34,452,268
0.35,469,268
0.36,348,268
0.37,487,268
0.38,501,268
0.39,334,268
0.4,437,268
0.41,476,268
0.42,293,268
0.43,419,268
0.44,422,268
0.45,279,268
0.46,389,268
0.47,342,268
0.48,217,268
0.49,275,268
0.5,262,268
0.51,242,268
0.52,161,268
0.53,207,268
0.54,173,268
0.55,125,268
0.56,110,268
0.57,101,268
0.58,46,268
0.59,56,268
0.6,50,268
0.61,19,268
0.62,47,268
0.63,35,268
0.64,18,268
0.65,19,268
0.66,26,268
0.67,12,268
0.68,13,268
0.69,8,268
0.7,8,268
0.71,8,268
0.72,6,268
0.73,3,268
0.74,9,268
0.75,4,268
0.76,2,268
0.77,1,268
0.78,3,268
0.79,2,268
0.8,1,268
0.2,8,269
0.21,7,269
0.22,27,269
0.23,21,269
0.24,24,269
0.25,69,269
0.26,114,269
0.27,106,269
0.28,190,269
0.29,249,269
0.3,292,269
0.31,235,269
0.32,348,269
0.33,426,269
0.34,311,269
0.35,479,269
0.36,494,269
0.37,326,269
0.38,495,269
0.39,481,269
0.4,302,269
0.41,459,269
0.42,441,269
0.43,404,269
0.44,288,269
0.45,426,269
0.46,371,269
0.47,228,269
0.48,314,269
0.49,281,269
0.5,174,269
0.51,254,269
0.52,228,269
0.53,135,269
0.54,176,269
0.55,171,269
0.56,79,269
0.57,95,269
0.58,76,269
0.59,56,269
0.6,31,269
0.61,41,269
0.62,40,269
0.63,23,269
0.64,27,269
0.65,19,269
0.66,19,269
0.67,17,269
0.68,14,269
0.69,6,269
0.7,9,269
0.71,8,269
0.72,6,269
0.73,3,269
0.74,9,269
0.75,4,269
0.76,2,269
0.77,2,269
0.78,2,269
0.79,1,269
0.8,2,269
0.2,8,270
0.21,13,270
0.22,16,270
0.23,23,270
0.24,40,270
0.25,47,270
0.26,109,270
0.27,158,270
0.28,130,270
0.29,242,270
0.3,289,270
0.31,344,270
0.32,232,270
0.33,424,270
0.34,455,270
0.35,325,270
0.36,477,270
0.37,495,270
0.38,332,270
0.39,490,270
0.4,436,270
0.41,464,270
0.42,294,270
0.43,409,270
0.44,434,270
0.45,275,270
0.46,382,270
0.47,344,270
0.48,211,270
0.49,280,270
0.5,259,270
0.51,243,270
0.52,153,270
0.53,215,270
0.54,163,270
0.55,126,270
0.56,112,270
0.57,96,270
0.58,46,270
0.59,63,270
0.6,46,270
0.61,39,270
0.62,28,270
0.63,34,270
0.64,26,270
0.65,9,270
0.66,28,270
0.67,14,270
0.68,11,270
0.69,9,270
0.7,11,270
0.71,6,270
0.72,4,270
0.73,5,270
0.74,10,270
0.75,2,270
0.76,3,270
0.77,2,270
0.78,1,270
0.79,2,270
0.8,2,270
0.2,7,271
0.21,13,271
0.22,16,271
0.23,23,271
0.24,40,271
0.25,77,271
0.26,61,271
0.27,161,271
0.28,197,271
0.29,159,271
0.3,286,271
0.31,343,271
0.32,348,271
0.33,295,271
0.34,440,271
0.35,475,271
0.36,339,271
0.37,485,271
0.38,486,271
0.39,473,271
0.4,302,271
0.41,462,271
0.42,444,271
0.43,267,271
0.44,426,271
0.45,409,271
0.46,371,271
0.47,223,271
0.48,314,271
0.49,282,271
0.5,175,271
0.51,253,271
0.52,218,271
0.53,138,271
0.54,174,271
0.55,166,271
0.56,118,271
0.57,66,271
0.58,69,271
0.59,62,271
0.6,29,271
0.61,34,271
0.62,44,271
0.63,35,271
0.64,15,271
0.65,19,271
0.66,26,271
0.67,11,271
0.68,15,271
0.69,8,271
0.7,10,271
0.71,5,271
0.72,6,271
0.73,5,271
0.74,7,271
0.75,4,271
0.76,3,271
0.77,2,271
0.78,1,271
0.79,3,271
